Message	isRefactoring
Internal Builder fixes/enhancements: 1. More smart error handling 2. Fix for the dir creation mechanism	1
STS 617: Enhanced the code that caches paths and prefixes and maps them to URL bindings.	1
SCRUM 493: color areabar SCRUM 496: handle inherited components SCRUM 626: html comments parsing boundary element visual enhancements	1
[PLAT 1658] Enhance website components	1
Applied patch from bug 123375 [DataBinding] Enhancements to the data binding framework.	1
Bug 304361    [app] enhance the eclipse application container to allow for async application results	1
enhanced sorting of nodes in outline view; refactored BeansJFaceNodeAdapter into a LabelProvider; fixes #201	1
Enhanced and refactored ExamplesTest	1
DATAES 71   Enhance Create Index in ElasticsearchTemplate	1
Factored UnenhanceStrategy out of DefaultMapperFactory so users can provide their own custom implementation. Broke apart SuperTypeResolverStrategy from UnenhanceStrategy so these can be customized separately. Moved   unenhance   objects to new   unenhance   package instead of   proxy   as initial step to free up the proxy package for new proxy feature. Slight updates to MapperGenerator to produce decently formatted java source files (if a special property is set)    initially this will be used in debugging mapper generation but later it can be used for a future build time class/source generation module	1
fixed wicket 1992: Default for getParentFolderPlaceholder is now null which effectively disables accessing the parent folder. PackageResource implements IPackageResouceGuard for users to replace or enhance the default which is the PackageResouceGuard registered with the Application.	1
Improves code coverage for S3 unit test and show how regex support needs to be enhanced for this extension.	1
Enhance duration factory methods	1
Enhanced existing Unit Tests based on DS 466 (AIP work) code changes.  Mostly this ensures that the new create() methods with a specified handle are being tested for each of the main content classes.	1
Refactoring and enhancing ReservationEventStore	1
YARN 1775. Enhanced ProcfsBasedProcessTree to optionally add the ability to use smaps for obtaining used memory information. Contributed by Rajesh Balamohan. svn merge   ignore ancestry  c 1580087 ../../trunk/	1
Enhanced EdmMetadata (TODOs clarified)	1
Updates to group manager to provided roles related methods  English en 100
Update user manager to enhance roles related methods  English en 100
Update to user on call schedule editor	1
Enhanced EdmMetadata (TODOs clarified)	1
[page fragments]: context menu api enhanced	1
Enhanced tool palette composition functionality. Added Morph Activity/Gateway features.	1
All sorts of enhancements	1
further enhanced the property constraint enhancers also moved type recognition logic from the description object and put into a seperate enhancer class	1
Allows for smaller SOLR index when using locales that share a language.    Before if an installation had locales for   en     en_US   and   en_UK   all translatable fields would be indexed for all three of these locales.    The `Locale.getUseCountryInSearchIndex()` can be set to true if this behavior is still desired.   Otherwise all three of these Locales will be indexed as   en  .   Addresses enhancement #62.	1
[#2] Enhanced testing by adding abstract parent class	1
HADOOP 1421 HADOOP 1466 When a region server dies its log file must be split up on a per region basis so that region servers are assigned the regions have a log to apply edits from. Enhance fail over  capabilities.	1
EST 1289: extends PaymentBatch approval cycle and enhance manager	1
ignoreEnhancedForColon property added to WhitespaceAround. Thanks to Travis Schneeberger for patch #1921815 (bug #1649038	1
enhancing CSV Export of matrix	1
Prismtech JAC#429: performance enhancements	1
[FIN 151] Enhance exchange master	1
  enhanced BaseRetained to provide more informative tracing   dispatch source now retains it's selector queue properly it also has better dispose handling   serial queue dispatching is now more 'fair' about dispatching in the order it receives work.   schedualed runnables now retain the target queue until they are executed	1
Remote repository trigger enhancements.	1
ISIS 232: entity link enhancements	1
Enhanced   walk   override functionality in TreeWalker	1
GTNWCI 44: Refactor code of WebAppContext to enhance reuse between containers	1
first step to an enhanced cell modell	1
SONAR 5698 SRP for ComputationService and Exception management enhancement	1
enhancement module: crs desc: added constructor to allow the swapping of the axis order if not defined as x/y	1
Bugzilla#289318 Enhanced cube query to support different dimension levels in cube filter. Also refactored presentation base.	1
  Big refactor of the QuickJournal:     Move it to it's own package org.apache.activemq.store.quick     Brought in all the latest JournalPersistenceAdaptor enhancements     It now uses the AsyncDataManager as the Journal implemenation which has better read performance     Instead of forcing all PersistenceAdaptors to support external references we now move all the message reference methods to a new set of interface class (MesageReferenceAdaptor)     Enhanced a few Kaha container classes so that they take advantage of Generics     Added a Kaha based MesageReferenceAdaptor impementation     Strategy for deleting old journal log files is now in place so that disk space can be reclaimed.	1
Bug 484310   Enhance FilteredTreeTests	1
Provide enhanced messages for debugging	1
TimeZone enhancements converting OffsetInfo to a class	1
Bugfix: JENKINS 10638 Enhancement: JENKINS 10637 Bugfix: JENKINS 10719 including    New feature: Ignore parent stream   can now tell a project to ignore changes made in the basis stream of the actual stream being built.  This can signficantly reduce the time the plugin takes talking to the accurev server.    New feature: Get streams singly   more of an accurev client workaround really; the plugin used to call the server and get   the streams   which included absolutely everything under the sun and this turns into many megabytes of data every poll and every build.  This server setting says to get just the streams we care about (our stream our parent stream etc) albeit at the cost of potentially making more than one call to the server. Enhancement: Logging improved which should make debugging accurev client failures a little easier. Enhancement: Now weakly caches the XmlPullParserFactory. Refactor: Extracted out code that runs the accurev client command into its own class reducing duplicated code and making parsing of command output more consistent. Refactor: Split out many of AccurevSCM's inner classes into their own files in an attempt to make the main class more maintainable.	1
Core: Added JsonRenderer Kendo UI: Added DataViewPanel (DataView + Pager) Kendo UI: moved repeater/dataview/DataProviderBehavior to repeater/   **API BREAK** Kendo UI: repeater enhanced DataProviderBehavior for pagination Kendo UI: ListViewBehavior added KendoDataSource in ctor signature   **API BREAK**	1
merge two different methods that handle UI requests for batch import + enhance unzip method	1
Fixed background image bug. Caching images in browser. Enhanced LinkListener. Some house cleaning playing with Idea's code inspection utility.	1
OGM 891 Polishing	1
another prerelease interface polishing	1
Polishing	1
refs #123   polished for qulice 0.1.7 not finished yet	1
